日期,联赛,主队,客队,大球初盘赔率,大小球初盘,小球初盘赔率,大球终盘赔率,大小球终盘,小球终盘赔率,初盘主队让球赔率,初盘亚盘,初盘客队让球赔率,终盘主队让球赔率,终盘亚盘,终盘客队让球赔率,主队全场进球数,客队全场进球数,主队半场进球数,客队半场进球数,主队ELO评分,客队ELO评分
2024/11/3 1:30,A27,FC鱼雷,维特布斯克,0.93,2,0.87,0.96,2,0.84,1.03,0.75,0.79,0.81,0.75,1.01,3,0,2,0,1541.215376,1485.535493
2024/11/3 1:30,A77,雅古,奥托尔,0.9,2.5,0.8,0.83,2.5,0.87,0.93,0.5,0.77,0.94,0.75,0.76,4,0,2,0,1515,1485
2024/11/3 1:30,A84,巴塞罗那女足,伊巴女足,0.8,5.25,0.9,0.85,5.25,0.85,0.88,4.75,0.82,0.88,4.75,0.82,4,0,3,0,1531.136092,1459.493349
2024/11/3 1:30,A396,布里欧齐,波伊泰斯,0.84,2.25,0.96,0.9,2.25,0.9,0.79,0.25,1.03,0.79,0.25,1.03,1,2,1,1,1485,1515
2024/11/3 1:40,A439,凯尔特人,阿伯丁,0.83,3.25,0.97,0.95,3.25,0.91,0.9,1.75,0.92,1.02,1.75,0.86,6,0,3,0,1559.140187,1530.540911
2024/11/3 1:45,A98,阿贾克斯,埃因霍温,0.85,3,1.03,0.9,3,0.98,1.03,-0.25,0.85,0.98,0,0.91,3,2,1,1,1586.743592,1526.587414
2024/11/3 1:45,A98,赫拉克莱斯,布雷达,1.03,2.75,0.83,0.97,2.5,0.91,1.05,0.25,0.83,0.9,0.25,0.99,2,0,1,0,1487.980649,1520.863356
2024/11/3 1:45,A96,莫斯科中央陆军,莫斯科斯巴达,1.01,2.5,0.85,0.8,2,1.07,1.04,0.25,0.84,1.08,0.25,0.81,0,2,0,1,1537.144078,1556.390043
2024/11/3 2:00,A1,利斯特雷,塔勒瑞斯,0.86,2,1,0.8,2,1.07,0.88,-0.25,1,1.12,-0.25,0.78,0,0,0,0,1499.382622,1486.901722
2024/11/3 2:00,A65,布雷斯特,尼斯,0.88,2.25,0.98,1.01,2.25,0.87,0.85,0,1.03,1.12,0,0.78,0,1,0,1,1523.991114,1504.965623
2024/11/3 2:00,A367,法伦斯,本菲卡,0.86,3.25,1,0.97,3.25,0.9,0.98,-1.75,0.9,0.97,-2.25,0.92,1,2,1,1,1498.240858,1556.848942
2024/11/3 2:00,A89,吉奥里,尼尔吉哈萨,1,2.75,0.8,1.07,2.75,0.75,0.92,0.25,0.9,0.87,0.25,0.97,1,1,1,0,1525.141583,1474.265351
2024/11/3 2:00,A79,布拉格斯巴达,奥斯特拉瓦,0.86,3,0.94,1.16,3,0.72,0.85,1.25,0.97,1.17,1.25,0.73,1,3,1,2,1474.559955,1526.593652
2024/11/3 2:00,A59,利伯塔德足球俱乐部,因巴布拉,0.84,2.25,0.96,0.93,2.25,0.93,0.88,0.25,0.94,0.84,0.25,1.04,3,1,2,1,1512.532184,1443.145205
2024/11/3 2:00,A76,开罗国民,切拉米卡克里奥帕特拉,1,2.75,0.8,0.94,2.5,0.92,1,1.25,0.82,1.04,1,0.85,5,2,2,1,1540.84684,1472.451889
2024/11/3 2:00,A436,孟菲斯901,奥兰治县布鲁斯,0.88,2.5,0.92,1.01,2.5,0.79,0.78,0.75,1.04,1.07,0.75,0.75,0,0,0,0,1529.428171,1541.790075
2024/11/3 2:00,A22,拜基卡拉,纳沙尔狮队,0.92,2.5,0.78,0.92,2.5,0.78,0.74,1,0.96,0.76,1,0.94,1,0,0,0,1542.500232,1486.288884
2024/11/3 2:00,A22,FC梅利塔,莫斯塔FC,0.92,2.5,0.78,1.05,2.5,0.65,0.96,-0.25,0.74,0.82,-0.5,0.88,1,2,1,2,1484.998647,1501.856827
2024/11/3 2:00,A433,卡纽埃拉斯,洛斯安第斯,0.9,2,0.8,0.9,2,0.8,0.76,-0.25,0.94,0.76,-0.25,0.94,1,0,1,0,1463.025674,1499.311556
2024/11/3 2:00,A83,达曼协作,卡达西亚,1.02,2.5,0.84,1,2.5,0.86,0.86,-0.25,1.02,0.94,-0.5,0.95,0,2,0,2,1458.25029,1516.69147
2024/11/3 2:10,A26,阿波罗利马索尔,希腊人竞技,0.89,2.25,0.91,0.97,2.25,0.87,0.76,-0.25,1.06,0.84,-0.25,1.02,0,0,0,0,1514.505788,1505.199263
2024/11/3 2:30,A29,卡利地亚雅典,帕纳多里高斯,0.95,2.25,0.91,0.98,2,0.88,0.78,0,1.11,0.95,0,0.94,1,1,1,1,1446.623064,1509.487148
2024/11/3 2:30,A169,克维伊,奥兰斯,1,2.25,0.8,1.05,2.25,0.79,1.03,0,0.79,1.05,0,0.81,1,1,1,0,1500.542949,1513.220835
2024/11/3 2:30,A71,耶克拉诺,CF安提哥拉,0.76,1.75,1.04,0.85,1.75,0.95,0.96,0.25,0.86,0.96,0.25,0.86,1,1,1,0,1501.859224,1517.311639
2024/11/3 2:30,A72,卢高,毕尔巴鄂竞技B队,0.77,1.75,1.03,0.8,1.75,1,0.84,0.25,0.98,1.13,0.25,0.7,1,0,1,0,1542.926249,1496.416738
2024/11/3 2:35,A21,阿尔卡,华沙普洛克,0.81,2.5,0.99,0.88,2.5,0.94,0.83,0.5,0.99,0.84,0.5,1,2,0,0,0,1525.96094,1485.930067
2024/11/3 3:00,A14,DHJ哈斯沙尼亚,哈斯沙尼亚,1.01,2,0.75,1.14,2,0.67,0.81,0.25,0.95,0.78,0.25,1.04,2,0,1,0,1515.831626,1541.094667
2024/11/3 3:00,A67,布拉干蒂诺RB,库亚巴,0.85,2,1.01,0.85,2,1.02,0.82,0.5,1.06,0.93,0.75,0.95,0,0,0,0,1472.427739,1481.703994
2024/11/3 3:00,A9,甘冈,格勒诺布尔,1.02,2.5,0.78,0.99,2.5,0.87,0.8,0.5,1.02,0.94,0.75,0.94,3,0,1,0,1488.714663,1472.987578
2024/11/3 3:00,A74,拉路维尔,RFC列日,0.92,2.75,0.88,0.95,2.75,0.89,0.86,0.5,0.96,0.9,0.75,0.96,3,1,0,1,1542.985762,1484.557832
2024/11/3 3:00,A345,拉伊奎达德,阿利安萨,0.94,2,0.92,0.85,2,1.01,0.87,0.25,1.01,1.05,0.75,0.84,3,2,1,1,1513.622466,1468.376907
2024/11/3 3:00,A442,布朗安德奎,拉费尔拿,0.85,1.75,0.95,0.93,1.75,0.91,0.92,-0.25,0.9,1.07,-0.25,0.79,1,2,0,2,1499.836282,1541.150466
2024/11/3 3:00,A17,布加勒斯特迪纳摩,阿拉德联队,0.83,2.25,0.97,0.89,2,0.97,0.86,0.5,0.96,0.92,0.5,0.96,1,0,1,0,1502.768134,1497.565615
2024/11/3 3:00,A69,比托姆,埃尔布隆格,0.94,2.75,0.82,0.65,2.75,1.2,0.98,1.25,0.78,0.56,1.25,1.38,3,0,1,0,1524.424284,1456.254909
2024/11/3 3:00,A300,洛桑体育队U21,拉薩拉茲,1,3.25,0.8,0.95,3.25,0.85,0.82,1.5,1,0.82,1.5,1,2,0,1,0,1515.6472,1499.3528
2024/11/3 3:00,A168,维尔通,罗什福尔,0.8,2.5,0.96,0.99,2.75,0.77,1,1,0.76,0.89,0.75,0.87,1,3,1,0,1498.685739,1500.794591
2024/11/3 3:00,A168,利尔斯贝尔拉尔,根特B队,0.86,3,0.9,1.01,3,0.75,0.76,0,1,0.77,-0.25,0.99,1,2,0,0,1470.697221,1514.355053
2024/11/3 3:00,A306,芬默格女足,艾尔切女足,0.8,2.25,0.9,0.65,2.25,1.05,0.9,-1,0.8,0.79,-0.75,0.91,0,2,0,1,1485,1515
2024/11/3 3:00,A168,海斯特,卡比伦,0.96,3,0.8,0.89,3,0.87,0.86,0.5,0.9,0.74,0.75,1.02,1,5,1,1,1471.209674,1500.054582
2024/11/3 3:00,A7,罗萨里奥中央女足,社会体育协会女足,0.75,2,0.95,0.6,2,1.11,0.93,1,0.77,0.95,0.75,0.75,0,1,0,1,1484.328672,1486.34647
2024/11/3 3:00,A443,B36拖锡云,拖锡云,0.78,2.75,0.92,0.86,2.75,0.84,0.75,-0.25,0.95,0.67,-0.25,1.03,2,2,1,1,1500,1500
2024/11/3 3:15,A19,涅波沃米采,莱克普斯纳,0.91,2.5,0.89,1.03,2.5,0.83,0.97,-0.75,0.85,0.79,-1,1.09,2,0,2,0,1488.196138,1499.305438
2024/11/3 3:30,A115,柏林赫塔,科隆,0.9,3.25,0.96,0.94,3,0.94,0.92,-0.25,0.96,1.02,0,0.87,0,1,0,1,1527.36702,1527.22262
2024/11/3 3:30,A100,圣加仑,锡昂,0.89,3,0.98,1.05,2.75,0.82,0.92,0.25,0.96,0.96,0.5,0.93,1,1,0,0,1462.311661,1469.281234
2024/11/3 3:30,A266,丹奴比奥,米斯奥尼斯队,0.97,2.25,0.83,1.02,2.25,0.78,0.96,0.5,0.86,0.96,0.5,0.86,1,0,0,0,1501.904946,1497.477141
2024/11/3 3:30,A57,桑托斯,维拉诺瓦,0.98,2.5,0.88,1.01,2.5,0.85,0.92,1,0.96,0.9,1.25,0.98,3,0,0,0,1529.892005,1472.39744
2024/11/3 3:30,A85,拉素女足,科莫女足,0.85,2.5,0.85,0.85,2.5,0.85,0.9,0.5,0.8,0.85,0.5,0.85,1,2,0,0,1483.143036,1486.884906
2024/11/3 3:30,A267,阿特纳斯,LA卢兹,0.76,1.75,1.04,0.85,1.75,0.95,0.94,0,0.88,1.05,0,0.77,1,1,0,0,1474.30002,1498.842786
2024/11/3 3:30,A267,阿尔比恩,CSyD 库珀,1,2,0.8,1,2,0.8,0.94,0.25,0.88,1.04,0.25,0.78,0,0,0,0,1485,1485
2024/11/3 3:30,A166,亚拉库雅诺斯,阿拉瓜,0.82,2.5,0.88,1,2.5,0.7,0.96,1.25,0.74,1,0.75,0.7,1,1,0,0,1501.264256,1528.088544
2024/11/3 3:30,A63,马尔维纳斯,诺蒂卡哈科亚,0.87,2.5,0.83,0.87,2.5,0.83,0.9,1.5,0.8,0.9,1.5,0.8,1,2,1,0,1498.680275,1500.672525
2024/11/3 3:40,A4,皇家皮拉尔,巴拉圭竞技,0.9,2.5,0.8,0.77,2.25,0.93,0.85,1.75,0.85,0.91,1.5,0.79,0,0,0,0,1540.578948,1486.91828
2024/11/3 3:45,A10,蒙扎,AC米兰,1,2.75,0.86,0.98,2.5,0.91,0.96,-0.75,0.92,1.09,-0.75,0.8,0,1,0,1,1484.58516,1506.843624
2024/11/3 3:45,A73,梅赫伦,圣吉罗斯,0.84,2.5,1.02,0.97,2.75,0.9,0.93,-0.5,0.95,0.96,-0.25,0.93,1,1,0,1,1541.129077,1500.575497
2024/11/3 4:00,A65,圣埃蒂安,斯特拉斯堡,0.95,2.75,0.91,0.82,2.75,1.06,1.06,-0.25,0.82,0.83,-0.5,1.06,2,0,0,0,1500.003508,1483.757973
2024/11/3 4:00,A98,福图纳锡塔德,海伦芬,0.99,2.75,0.87,0.95,2.5,0.93,0.93,0.25,0.95,0.91,0.25,0.98,3,0,1,0,1541.342497,1485.594518
2024/11/3 4:00,A57,戈伊亚斯,巴西瓜拉尼,0.9,2,0.96,1.02,2.25,0.84,1.02,0.75,0.86,0.91,1,0.97,1,0,1,0,1555.76836,1460.900284
2024/11/3 4:00,A57,沙佩科恩斯,诺瓦里桑蒂诺,1.04,2,0.82,0.83,1.75,1.03,1.04,0,0.84,1.14,0,0.75,0,2,0,1,1473.015323,1515.736373
2024/11/3 4:00,A98,费耶诺德,阿尔克马尔,1,3,0.88,0.85,2.5,1.03,0.9,1,0.98,0.9,0.75,0.99,3,2,0,1,1566.679547,1436.942367
2024/11/3 4:00,A62,甘拿斯亚门多萨,卡塞罗斯学生队,0.82,1.75,0.98,0.95,1.75,0.89,0.79,0.5,1.03,1.01,0.5,0.85,1,1,0,0,1513.766453,1526.85223
2024/11/3 4:00,A128,斯特拉斯堡女足,圣伊天女足,0.94,2.75,0.86,1,2.75,0.8,1,0,0.82,0.8,-0.25,1.02,2,0,1,0,1515,1485
2024/11/3 4:00,A58,穆尼斯帕尔,马昆森,0.78,2.5,0.92,0.85,2.5,0.85,0.81,1.75,0.89,0.9,1.5,0.8,2,0,1,0,1526.961713,1473.066026
2024/11/3 4:00,A382,弗尔戈FC,渥太华竞技,0.9,2.25,0.8,0.9,2.25,0.8,0.89,0.25,0.81,0.95,0.25,0.75,1,0,0,0,1487.616775,1484.972378
2024/11/3 4:00,A283,祖利亚诺,塔赤雷,0.71,2,0.99,0.94,2,0.76,0.75,-0.5,0.95,0.75,-0.5,0.95,1,2,1,2,1528.70586,1570.688629
2024/11/3 4:15,A437,卡洛斯曼努西,阿利亚加,1.02,2.75,0.78,0.94,2.5,0.86,0.82,1,1,0.75,1,1.07,2,2,1,0,1515.51149,1514.458444
2024/11/3 4:15,A437,格劳竞技,卡萨大学队,0.79,2.25,1.01,0.79,2.25,1.01,0.85,0.5,0.97,1,0.25,0.82,3,1,3,0,1541.765145,1457.615533
2024/11/3 4:15,A437,卡哈马卡,万卡约,0.92,2.5,0.88,0.85,2.75,0.95,0.86,1,0.96,1.07,1.25,0.75,1,1,0,0,1471.316697,1459.315334
2024/11/3 4:30,A367,吉维森特,博阿维斯塔,0.89,2.25,0.97,0.95,2.25,0.92,0.93,0.75,0.95,1.03,0.75,0.86,1,2,0,0,1495.706861,1488.671828
2024/11/3 4:30,A2,卡巴列罗JLM,亚松森瓜拉尼,1.02,2.25,0.78,1.05,2.25,0.79,0.93,-0.25,0.89,0.76,-0.25,1.11,0,0,0,0,1471.622576,1527.196509
2024/11/3 4:30,A71,艾基史拉斯,富恩拉布雷达,0.79,1.75,1.01,0.85,1.75,0.95,0.86,0.25,0.96,0.87,0.25,0.95,2,1,0,0,1513.795055,1473.65137
2024/11/3 4:30,A56,PD坎昆,圣胡安阿拉贡竞技,0.98,2.5,0.78,0.95,2.5,0.81,0.93,1,0.83,0.96,1,0.8,5,0,2,0,1500.571698,1470.668123
2024/11/3 4:30,A59,奥卡斯,瓜亚基尔,1,2.5,0.8,1.04,2.5,0.82,1.03,0,0.79,1.04,0,0.84,1,1,0,1,1513.789577,1516.154747
2024/11/3 5:00,A1,河床,班菲尔德,1.04,2.25,0.82,0.99,2.5,0.88,0.82,1,1.06,0.97,1.5,0.92,3,1,1,0,1503.796447,1485.708308
2024/11/3 5:00,A53,纽约城,辛辛那提,0.94,3,0.92,0.82,2.5,1.06,0.95,0.25,0.93,1.03,0.25,0.85,3,1,2,0,1511.601009,1487.1066
2024/11/3 5:00,A345,恩维加多,巴兰基亚青年,0.8,2,1.06,0.97,2.25,0.89,0.9,-0.5,0.98,0.85,-0.5,1.04,0,0,0,0,1463.85114,1540.541406
2024/11/3 5:00,A369,科布雷索,希金斯,1,2.75,0.86,0.89,2.5,0.97,0.83,0.25,1.05,0.85,0.5,1.04,3,1,1,1,1511.988263,1456.857346
2024/11/3 5:00,A369,科布雷洛,智利天主大学,1.02,2.5,0.84,1.04,2.5,0.82,1.01,-0.25,0.87,0.94,0,0.95,2,2,2,2,1498.194328,1487.319053
2024/11/3 5:00,A369,奥达斯,科比亚波,0.94,2.75,0.92,0.89,2.75,0.97,0.94,0.5,0.94,1.07,1,0.82,4,1,3,0,1485.097698,1454.386411
2024/11/3 5:00,A369,科金博,拉卡莱拉联,0.96,2.25,0.9,1.03,2.25,0.83,0.99,0.75,0.89,0.87,0.75,1.02,0,0,0,0,1488.597387,1473.714317
2024/11/3 5:00,A369,维尼亚德马埃弗顿,华奇巴托,0.88,2.75,0.98,0.87,2.75,0.99,0.92,0.75,0.96,1.05,1,0.84,1,0,0,0,1500.800975,1474.055345
2024/11/3 5:00,A369,西班牙联合,帕莱斯蒂诺,0.97,2.75,0.89,0.91,2.75,0.95,0.85,0.25,1.03,0.86,0.25,1.03,2,3,1,1,1512.618902,1517.886258
2024/11/3 5:30,A56,维纳多斯竞技,德斯科法劳内斯,0.82,2.25,0.98,0.8,2.25,0.96,0.86,0.25,0.96,0.96,0.25,0.8,1,2,1,1,1498.114193,1515.56593
2024/11/3 5:30,A67,巴拉纳竞技,维多利亚,0.89,2.25,0.97,0.98,2.25,0.89,1.07,0.75,0.81,0.86,0.5,1.02,1,2,1,1,1461.255383,1544.318016
2024/11/3 5:30,A67,尤文图德,福塔雷萨,0.87,2.25,0.99,0.97,2.25,0.9,0.97,0,0.91,0.78,0,1.11,0,3,0,2,1456.375375,1502.360167
2024/11/3 5:45,A58,阿库阿帕,拉科鲁尼亚米斯科,0.77,2,0.93,0.77,2,0.93,0.72,0.25,0.98,0.8,0.25,0.9,2,1,1,0,1488.728207,1497.531528
2024/11/3 6:00,A266,乌拉圭民族,塞路,0.91,2.75,0.89,0.8,3,1,0.91,1.5,0.91,0.82,1.75,1,2,0,1,0,1539.601128,1488.465558
2024/11/3 6:00,A56,圣佩德罗,科多韦斯FC,0.97,2.5,0.83,0.97,2.5,0.83,0.81,0.25,1.01,0.81,0.25,1.01,0,1,0,1,1471.291995,1528.708005
2024/11/3 6:00,A56,罗柔斯科里玛,阿瓜塔罗斯,0.94,3,0.82,0.94,3,0.82,0.77,-1.5,0.99,0.98,-1.25,0.78,1,2,1,1,1456.945655,1541.815779
2024/11/3 6:00,A56,佩里班足球俱乐部,萨卡特佩克,0.8,2.75,0.96,0.8,2.75,0.96,0.76,0.75,1,0.76,0.75,1,2,0,0,0,1530,1513.7056
2024/11/3 6:00,A55,桑托斯DG,肯塔吉内斯,1,2.5,0.8,0.83,2.25,0.97,1.03,0,0.79,0.99,0.25,0.83,1,0,1,0,1479.032071,1496.111333
2024/11/3 6:00,A56,墨西克森CD,圣地亚哥足球俱乐部,0.95,2.75,0.85,1.17,2.75,0.65,0.98,0.25,0.84,0.98,0.25,0.84,2,0,1,0,1515.645998,1499.326114
2024/11/3 6:30,A436,查尔斯顿电池,匹兹堡猎犬河队,0.98,2.5,0.82,1.02,2.25,0.84,0.92,0.5,0.9,0.92,0.5,0.96,1,0,1,0,1519.163496,1538.957069
2024/11/3 7:00,A436,底特律城,坦帕湾,0.95,2.5,0.85,1.03,2.5,0.83,0.97,0,0.85,1.12,0,0.77,1,1,0,1,1512.097341,1462.781105
2024/11/3 7:00,A1,贝尔格拉诺,防卫者,0.82,2,1.04,0.83,2,1.04,0.94,0.25,0.94,0.86,0.25,1.03,1,2,0,0,1471.237314,1513.166978
2024/11/3 7:00,A366,圣路易斯竞技,普埃布拉,0.99,3,0.87,0.97,2.75,0.9,0.9,0.75,0.98,0.97,0.75,0.92,2,0,1,0,1527.117009,1462.192133
2024/11/3 7:00,A231,法拉帝水流,迪利安格恩,0.85,2.5,0.85,0.85,2.5,0.85,0.9,-0.5,0.8,0.9,-0.5,0.8,0,2,0,1,1470.054178,1528.034367
2024/11/3 7:00,A2,卢捷诺体育会,泰里尼登斯,0.82,2.25,0.98,0.89,2.25,0.95,1.04,0.25,0.78,1.11,0.25,0.76,1,0,0,0,1552.865325,1472.936706
2024/11/3 7:00,A366,托卢卡,莱昂,0.95,3.25,0.91,1.01,3.25,0.86,0.87,1,1.01,0.83,1,1.06,2,2,0,1,1539.648378,1529.741935
2024/11/3 7:05,A62,基尔梅斯,贝尔格拉诺防卫队,1,1.75,0.8,0.89,1.5,0.95,0.77,0.25,1.05,0.74,0.25,1.13,2,0,2,0,1553.243391,1486.614454
2024/11/3 7:10,A53,亚特兰大联,国际迈阿密,0.89,3.5,0.97,0.94,3.5,0.94,0.93,-0.5,0.95,0.87,-0.5,1.01,2,1,0,1,1520.619232,1537.477797
2024/11/3 7:30,A436,路易斯维尔FC,北卡罗莱纳,0.91,2.75,0.89,0.9,2.75,0.96,0.93,1,0.89,0.88,1,1,3,2,2,1,1543.581794,1523.457638
2024/11/3 7:30,A283,萨莫拉FC,卡拉卡斯,0.74,2,0.96,0.84,2,0.86,0.7,-0.25,1,0.69,-0.25,1.01,2,1,0,1,1502.229407,1482.19788
2024/11/3 7:30,A345,阿古拉斯多拉达斯,托利马体育,0.85,2,1.01,0.95,2,0.91,0.85,-0.25,1.03,1.09,0,0.8,0,1,0,0,1452.575005,1514.110296
2024/11/3 8:00,A56,乌尔姆岛,沙拉曼卡,0.78,2.25,0.98,0.78,2.25,0.98,0.78,-0.5,0.98,0.97,-0.5,0.79,0,2,0,0,1458.249599,1529.310099
2024/11/3 8:00,A210,南方联女足,西海岸游骑兵女足,0.87,3.75,0.93,0.87,3.75,0.93,0.93,0.5,0.89,0.93,0.5,0.89,1,3,0,1,1485.589128,1500.702867
2024/11/3 8:00,A436,科罗拉多跃泉,奥克兰根,0.84,2.5,0.96,0.87,2.5,0.99,0.87,1,0.95,0.96,1,0.92,2,0,1,0,1516.660861,1470.191052
2024/11/3 8:15,A266,波士顿河,塞罗拉尔,0.8,2.25,1,0.96,2.25,0.84,0.88,0.5,0.94,0.96,0.25,0.86,3,0,2,0,1540.742356,1486.082549
2024/11/3 9:00,A434,多拉多斯,瓦哈卡,1.04,3,0.82,0.93,3.25,0.93,0.87,0.75,1.01,0.9,1.5,0.99,2,0,1,0,1528.156572,1431.319562
2024/11/3 9:00,A434,帕蒂特兰德莫雷洛斯,扎卡特卡斯,0.91,2.5,0.95,0.88,2.5,0.98,0.94,-0.25,0.94,0.75,0.25,1.16,1,1,1,0,1525.068387,1487.288546
2024/11/3 9:05,A366,蒙特雷,阿特拉斯,0.98,2.5,0.88,0.95,2.5,0.92,0.86,0.75,1.02,1.03,1.25,0.86,4,0,3,0,1503.660847,1498.813162
2024/11/3 9:05,A366,瓜达拉哈拉,美洲狮,0.98,2.25,0.88,1.07,2.5,0.8,0.99,0.25,0.89,0.93,0.25,0.96,0,0,0,0,1496.59179,1501.000655
2024/11/3 9:10,A53,明尼苏达联,皇家盐湖城,0.9,3.25,0.96,0.91,2.5,0.97,0.95,0.5,0.93,0.92,0.5,0.96,1,1,0,0,1528.739482,1528.237296
2024/11/3 9:30,A49,伊斯柏纳,CD马拉松,0.71,2,0.99,0.71,2,0.99,0.93,0.25,0.77,0.7,0.25,1,0,3,0,2,1497.495788,1501.237704
2024/11/3 10:00,A231,马纳瓜,UNAN马纳瓜,0.85,3,0.85,0.85,3,0.85,0.93,1,0.77,0.74,1,0.96,2,1,1,0,1514.435189,1472.476266
2024/11/3 10:00,A55,萨普里萨,阿拉胡埃伦斯,1,2.5,0.8,1,2.5,0.8,0.96,0.25,0.86,0.95,0.25,0.87,3,0,2,0,1495.179171,1523.960582
2024/11/3 10:10,A160,休斯顿达斯女足,海湾FC女足,0.96,2.25,0.84,0.77,2.25,1.03,0.84,-0.25,0.98,1.02,-0.5,0.8,2,3,1,2,1470,1500
2024/11/3 11:00,A161,威灵顿凤凰后备队,威斯顿沙伯,0.87,3.75,0.93,0.8,3.75,1.04,0.82,-0.5,1,0.85,-0.5,1.01,2,0,1,0,1486.847595,1454.519878
2024/11/3 11:00,A366,帕丘卡,内卡萨,0.95,2.75,0.91,0.84,2.75,1.03,0.83,0.5,1.05,0.89,0.5,1,6,2,2,0,1470.186505,1430.9705
2024/11/3 11:00,A56,洛斯卡沃斯联,UA紮卡特卡斯,0.85,2.5,0.91,0.91,2.5,0.85,0.88,0,0.88,0.75,0,1.01,0,1,0,1,1472.972535,1501.316848
2024/11/3 11:10,A366,蓝十字,桑托斯拉古纳,0.91,3.5,0.95,1,3.5,0.87,0.89,2,0.99,1.06,2.25,0.83,2,0,1,0,1567.716609,1461.094755
2024/11/3 12:00,A227,广岛三箭,京都不死鸟,0.83,3,1.03,0.91,3,0.97,1,1.25,0.88,1.03,1.25,0.86,0,1,0,0,1512.602469,1504.202776
2024/11/3 12:00,A227,札幌冈萨多,大阪樱花,0.84,2.5,1.02,0.9,2.75,0.98,0.8,0,1.08,0.77,0,1.13,1,1,1,0,1499.941323,1511.910475
2024/11/3 12:00,A381,冈山绿雉,藤枝MYFC,1.03,3,0.83,1.03,3,0.84,1.02,1,0.86,0.94,1.25,0.95,2,0,0,0,1528.715941,1459.399268
2024/11/3 12:00,A158,铃鹿竞技,布瑞欧碧卡浦安,0.92,2.5,0.88,0.95,2.5,0.91,0.78,0,1.04,0.8,-0.25,1.08,2,3,1,2,1459.848044,1512.759395
2024/11/3 12:00,A153,墨尔本城女足,珀斯光辉女足,0.81,3,0.99,0.74,3,1.13,0.83,1.75,0.99,0.78,1.75,1.11,5,2,0,1,1556.211182,1486.849623
2024/11/3 12:00,A158,横川武藏野,威蒂恩三重,0.79,2.25,1.01,0.78,2.25,1.08,0.98,-0.25,0.84,0.8,-0.25,1.08,1,3,0,0,1484.587066,1531.591076
2024/11/3 12:00,A158,瑞拉滋贺,平田町,0.96,2.75,0.84,0.7,2.75,1.19,0.79,0.75,1.03,0.75,0.75,1.14,1,2,1,1,1471.15452,1539.485645
2024/11/3 12:00,A158,润梅尔青森,丸安冈崎,0.88,2.5,0.92,1.03,2.25,0.83,0.78,0.75,1.04,1.14,0.5,0.75,1,1,0,0,1485.612407,1471.782877
2024/11/3 12:00,A156,今治,FC琉球,0.89,2.5,0.91,0.84,2.5,1.02,0.97,0.75,0.85,0.95,0.75,0.93,2,1,0,1,1515.542423,1485.562125
2024/11/3 12:00,A156,万劳雷八户,赞岐,1,2.25,0.8,0.95,2.25,0.91,0.85,0,0.97,0.9,0,0.98,3,3,1,0,1525.599608,1498.940366
2024/11/3 12:00,A158,大分公式,美蓓亚三美,0.88,2.5,0.92,0.95,2.5,0.91,0.91,0.75,0.91,1.02,0.5,0.86,0,0,0,0,1514.333159,1475.499402
2024/11/3 13:00,A155,大邱FC,济州联队,0.95,2.5,0.91,0.93,2.5,0.94,0.89,0.25,0.99,1.03,0.25,0.86,2,2,1,0,1502.311111,1539.453026
2024/11/3 13:00,A227,FC东京,湘南海洋,1,2.75,0.86,0.88,2.5,1,0.82,0,1.06,0.94,0,0.95,0,2,0,1,1501.883661,1544.999903
2024/11/3 13:00,A227,鸟栖沙岩,町田泽维亚,0.84,2.5,1.02,0.85,2.5,1.03,0.94,-0.75,0.94,1.05,-0.75,0.84,2,1,1,0,1499.437662,1470.643276
2024/11/3 13:00,A154,墨尔本胜利,麦克阿瑟FC,0.9,3,0.96,0.94,3,0.94,1.03,1,0.85,1.03,0.75,0.86,2,1,0,0,1529.323819,1484.412073
2024/11/3 13:00,A381,甲府风林,秋田蓝色闪电,0.86,2.25,1,0.91,2.25,0.96,1.02,0.25,0.86,1.09,0.25,0.8,1,2,0,1,1469.354004,1499.379488
2024/11/3 13:00,A381,德岛漩涡,鹿儿岛联,0.99,2.25,0.87,0.95,2.25,0.92,0.82,0.25,1.06,0.97,0.5,0.92,1,0,1,0,1555.097109,1474.290115
2024/11/3 13:00,A381,水户蜀葵,山形山神,1.04,2.75,0.83,1.07,2.75,0.8,0.83,-0.5,1.05,0.97,-0.5,0.92,1,3,0,1,1499.943698,1556.210173
2024/11/3 13:00,A381,横滨FC,枥木SC,0.81,2.75,1.06,1.08,2.75,0.79,0.85,1.5,1.03,0.96,1.5,0.93,0,0,0,0,1483.790416,1483.762698
2024/11/3 13:00,A381,大分三神,群马草津温泉,0.94,2.25,0.92,0.93,2.25,0.94,0.94,0.5,0.94,0.93,0.5,0.96,2,1,0,0,1515.028427,1458.762313
2024/11/3 13:00,A152,野岛斯特拉女足,浦和红钻女足,0.83,3.25,0.97,1.05,3.25,0.75,0.89,-2.25,0.93,0.81,-2,1.01,1,1,1,0,1477.060918,1539.461633
2024/11/3 13:00,A156,金泽,岩手盛冈仙鹤,0.98,2.75,0.82,0.98,2.75,0.88,0.92,1.25,0.9,0.75,1.25,1.14,1,1,0,1,1496.538262,1447.321829
2024/11/3 13:00,A149,庆南FC,首尔衣恋,0.98,2.75,0.78,1.04,2.75,0.8,0.86,-0.5,0.9,0.96,-0.5,0.9,0,3,0,0,1485.617324,1527.507214
